user_id,purchase_time
b34699f0819d3b380704dc968a4cf145,2018-01-17 19:30:55
6735f4bec5e48bd5b6cdf79a3ad49831,2018-01-17 19:45:51
a3923f2efa74b1fe1397fc03e815714a,2018-01-17 20:15:58
2eb4ecb635ae8517ea29178c75aa2c0e,2018-01-17 20:45:46
33faf8dcb9b939e6bc9abc706d9bffee,2018-01-18 02:13:22
411a97ddf6917e2627c3dd9c048daee7,2018-01-18 14:19:29
83607557404c3916a071ccf8c202bb70,2018-01-18 18:38:32
fedd9fbd87118f54c6d16df1dfe80bdd,2018-01-19 10:57:28
fedd9fbd87118f54c6d16df1dfe80bdd,2018-01-19 11:18:55
4390f025a5fc3cb07bc82db0b47221b9,2018-01-19 20:08:11
26d1948728daeb7fceab251128f268b2,2018-01-19 20:43:50
b938ad1a643721d39064b3dfad7b19f8,2018-01-20 14:00:27
a7f7963554cdfe68bf02dab3211a6371,2018-01-20 17:58:39
6441c97a46d8004d720cf3e94d783ad5,2018-01-20 21:27:37
bd5378b4e1f584b1413c049b4e0bbaaf,2018-01-20 22:53:07
6598c90995e933ee3bad5824df4c5d00,2018-01-21 13:21:58
698a2bf5af4ff727e46414af42240ed8,2018-01-22 09:59:39
698a2bf5af4ff727e46414af42240ed8,2018-01-22 10:27:08
26315d14475fb5ffcb80a0ecf1e67ece,2018-01-22 12:03:13
05418d3295fac5d8aeeaeace819ae2ed,2018-01-22 17:06:55
fd07b45b98ba7ac14a2bb212c2e4b7d0,2018-01-22 18:59:05
ec2f92c3eb878903d8ee81cef81a4286,2018-01-22 21:10:42
c470eaf1989a8acb058a40b517872962,2018-01-22 23:22:57
1fcab3332d42c98704a790ba9ba0fcaf,2018-01-23 12:12:03
ee8e09ae40c045c18f52caa9f0e627cd,2018-01-23 13:32:38
7052e0f8c46586ba78adc778b18c3d0d,2018-01-23 19:47:20
b3ce8ffe0723d5a0a54f97f876921d19,2018-01-24 19:13:55
c8991612e9d174bd5727436f264cb92b,2018-01-24 19:15:13
20c70b4ca9e73aa69ac55c59a9900d32,2018-01-24 21:36:38
61759802d78a913afbecc01071f6a05d,2018-01-24 23:44:25
409158210342f093363d561ed192a921,2018-01-24 23:47:32
409158210342f093363d561ed192a921,2018-01-24 23:48:56
1acb045952df5d9b392700a6dcfe3e6f,2018-01-25 09:55:51
5ee7a9a5edeb31633746f9a57440f243,2018-01-25 13:21:57
e205f7f5ef532c3bd9b837d099e53eb6,2018-01-25 13:24:10
441e19dfd02070a447b214386e021b06,2018-01-26 00:56:17
295d14fa7d4d4f934a41aa8f112594cb,2018-01-26 16:38:51
0b8a7247d6bcc5bedf18859b3e8a1127,2018-01-26 18:28:45
fdd76d4e4becd019a1c16937ba4b508b,2018-01-27 02:25:13
87a926fcdfab2b8c862505af2decb0b8,2018-01-27 03:16:38
806faca82780cdfba889a82a9411e905,2018-01-28 01:49:52
6d7429150f69579b9ffa194427ccc8c8,2018-01-28 04:32:12
d52fe7f0e084e71d35ba2229b4029fda,2018-01-28 11:24:00
78b6e496ce050de835b9de7ec66c48c6,2018-01-28 11:24:59
74ade337c517e2165374439e9c7fac44,2018-01-28 13:59:21
c8991612e9d174bd5727436f264cb92b,2018-01-28 18:00:19
c8991612e9d174bd5727436f264cb92b,2018-01-29 02:25:47
74ade337c517e2165374439e9c7fac44,2018-01-29 15:35:08
a42bc3547a1427da912ea713baf05223,2018-01-29 16:37:53
0765bb8767dcc801e91333c91ff6fec6,2018-01-29 16:54:39
f3ea4f8e5b9ae6bca0f62f792ef2431f,2018-01-29 21:59:53
efa12b2f45fc838e19795ca997e26ffa,2018-01-30 13:56:42
295d14fa7d4d4f934a41aa8f112594cb,2018-01-30 15:02:20
abc5ee85603c00831626b7fe61af86a7,2018-01-30 20:55:02
74ade337c517e2165374439e9c7fac44,2018-01-31 06:48:11
1fcab3332d42c98704a790ba9ba0fcaf,2018-01-31 09:37:24
c8991612e9d174bd5727436f264cb92b,2018-01-31 12:53:31
da40f05b89e4f979516cd124e0e1335d,2018-01-31 13:14:21
a2517d050a63f2793440995359e2a31a,2018-01-31 17:14:45
05418d3295fac5d8aeeaeace819ae2ed,2018-01-31 17:57:35
ee8e09ae40c045c18f52caa9f0e627cd,2018-01-31 18:35:46
6598c90995e933ee3bad5824df4c5d00,2018-01-31 18:40:57
8f7df9bb4533c8da889b9dba967e2990,2018-01-31 19:29:36
8c446cd4f0833ad9b2dd7dac39b694e6,2018-01-31 22:10:16
91188ff33e34841f7e5ec562dafcd1f5,2018-02-01 09:55:20
c1946b4c20c358813f9a55b1b7d39bf0,2018-02-01 10:52:36
4bf76495eab05a184b9b0d1db5a4219e,2018-02-01 19:00:42
b5355992b4559ccd103ca2e1769892f2,2018-02-01 23:45:54
362c79296b17845b837c11d922482f1d,2018-02-02 01:54:48
74f070678bfa26864c291c25a5f5b6a7,2018-02-02 12:30:09
411a97ddf6917e2627c3dd9c048daee7,2018-02-02 12:36:27
c7a50e20a30ee52bc64a85a283a3c493,2018-02-02 12:36:56
4b040fb55314f1359a0255fbf94c3674,2018-02-02 18:00:42
11d0650dcb88575d8a849c0887654b7c,2018-02-02 18:20:49
1cf8122c72ad08a47e879631ddfa63ce,2018-02-02 19:37:14
22903f7e6b032c080146838f1d4e0a5c,2018-02-02 19:59:00
2362935b60abec89036b71f6de479271,2018-02-02 21:38:00
757e91de612c4590ad98869d90406fd0,2018-02-03 02:22:30
c8f362e01fda017adaeaf4fa406a7c77,2018-02-03 09:42:22
4f44c592a9b253fedc9ea99f34418364,2018-02-03 14:03:18
351d7b444a5c6d19d246493ddf603ba9,2018-02-03 16:18:45
3c776eba64578f7760bccf1c2240311c,2018-02-04 07:04:44
11d0650dcb88575d8a849c0887654b7c,2018-02-04 12:59:59
d86e7ca91643d7117cfd3b0bd608cd71,2018-02-04 14:38:44
bd3f8d5ee5f5984b0d32976371653e6f,2018-02-04 18:40:36
6598c90995e933ee3bad5824df4c5d00,2018-02-05 19:10:28
3c776eba64578f7760bccf1c2240311c,2018-02-05 21:17:57
6735f4bec5e48bd5b6cdf79a3ad49831,2018-02-05 23:28:55
74f070678bfa26864c291c25a5f5b6a7,2018-02-06 09:03:48
df7786596ab58d00766a5a975813779b,2018-02-06 11:55:19
1d874afbc8d464705e1f905e34577bc1,2018-02-06 19:44:47
3701b23908948e483e954d12656f3516,2018-02-06 20:05:54
fdfe060d4ab46990379af23bb7677ab6,2018-02-06 23:10:18
c049a0229e8579387f6ce03bae6723b1,2018-02-07 11:56:26
f3ea4f8e5b9ae6bca0f62f792ef2431f,2018-02-07 15:27:41
6d7429150f69579b9ffa194427ccc8c8,2018-02-07 18:35:14
05418d3295fac5d8aeeaeace819ae2ed,2018-02-07 19:07:17
594c07e7ca3265df1fff24df066fb12d,2018-02-07 19:10:52
0dc090314a9e4036c06ca6b91319f158,2018-02-07 23:39:08
de418baf42bdd628b8c46fbc140098a5,2018-02-08 03:35:41
77a154d6c29f3524a8247d9c03d18be6,2018-02-08 09:25:51
dc47575ed900403c9d857191eaf8a583,2018-02-08 16:55:45
ee3343fff105a212960d23845cf696f0,2018-02-08 17:03:25
4b4dc1f304854eebb7dd47c8bc82250b,2018-02-08 18:24:53
eb9d4e19cd9406366fbdb3a5ac7f60b6,2018-02-08 22:28:52
bc8cc3edd5a01e1c49d44d8d05ee2cf9,2018-02-08 22:54:26
a521d52985dfb631ffaafb0cf17a8fdd,2018-02-09 09:19:22
411a97ddf6917e2627c3dd9c048daee7,2018-02-09 12:12:50
cfff8c76832c56d2f1a048c08203472a,2018-02-09 12:55:22
8db8e82c3eedd5e5da7d5ddf09b4487d,2018-02-09 17:11:04
48c6e58973386a1c6bcbc297b77a47ad,2018-02-09 21:29:37
ee3343fff105a212960d23845cf696f0,2018-02-09 21:45:04
59cc18370856b2a9fb580d0467710aae,2018-02-09 21:54:15
fc9cfbcc8a4fb47c4ee985d743b3f560,2018-02-09 22:57:00
6735f4bec5e48bd5b6cdf79a3ad49831,2018-02-10 01:19:05
e7d2fca79cc8233496c672f23e159356,2018-02-10 02:30:17
45c4ec50af95dce7475e44785019a278,2018-02-10 02:47:37
01e26586f62dedcf1bbf7bf8cb3550cb,2018-02-10 13:02:35
eb1cde543c3aaa71e9881d4a392013ab,2018-02-10 16:22:30
2362935b60abec89036b71f6de479271,2018-02-10 16:55:44
6c6f419e70b2dff135ac82f4fe008d29,2018-02-10 17:46:18
80ddae894e3eb045928722089a1a1802,2018-02-10 19:54:28
da8632829c2d6f55a1503987b72cadb7,2018-02-10 21:40:03
884592862fd78f42eae912ef303dca3c,2018-02-11 01:18:44
351d7b444a5c6d19d246493ddf603ba9,2018-02-11 11:25:30
c6be4c9074e39e5bcbc90c86e1547935,2018-02-11 12:09:07
c8991612e9d174bd5727436f264cb92b,2018-02-11 15:01:59
f2c3390d6d0d9b65c7b04437459b680c,2018-02-11 15:15:52
7f83d5a680f957bc0ce039784e678a8b,2018-02-11 17:22:14
b112c67d4aa77e7820c152afc3ea2ee6,2018-02-11 19:04:12
4b674253e9480f33c2bc3d6cdb7472bf,2018-02-11 22:58:37
535b134e38522eab4af0dd87be1b32d5,2018-02-12 00:22:02
899a702c55654d73b5b905644930b741,2018-02-12 00:57:57
a8513b8c48e2fe9c0aba93516eb3bdc7,2018-02-12 09:57:30
74f070678bfa26864c291c25a5f5b6a7,2018-02-12 10:06:59
6598c90995e933ee3bad5824df4c5d00,2018-02-12 10:12:02
8f7df9bb4533c8da889b9dba967e2990,2018-02-12 12:35:05
f36edfeb5280aaa7980c21689716266d,2018-02-12 12:51:02
541d57a33568318a3aba9cc447ed8cdf,2018-02-12 15:14:01
83eb9ffbab711a12e5fcb564d896a0f6,2018-02-12 16:53:43
c8991612e9d174bd5727436f264cb92b,2018-02-12 18:46:39
da8632829c2d6f55a1503987b72cadb7,2018-02-12 20:46:42
22903f7e6b032c080146838f1d4e0a5c,2018-02-12 20:57:43
d664979bc441825f49d471c5cd4cfa61,2018-02-12 21:03:40
998267811683bbb21bf93b0e3cfc04e4,2018-02-12 23:28:24
de0a4c1f5f761c66f3e22577d623e664,2018-02-13 00:22:51
97b8881ec68cbb4d4449b8b8d6e90983,2018-02-13 12:12:08
efa12b2f45fc838e19795ca997e26ffa,2018-02-13 14:12:55
8c446cd4f0833ad9b2dd7dac39b694e6,2018-02-13 18:14:40
24e2a3e79605282895cb0b4d845999ee,2018-02-13 19:35:47
74f857d82db39a72aa8554ab9dc186fe,2018-02-13 23:58:12
29e8539e7c5d64fa6a0cb7c1dd11b09f,2018-02-14 00:58:58
80416963456e82ffa6bb53533074889b,2018-02-14 02:22:59
ee3343fff105a212960d23845cf696f0,2018-02-14 04:14:38
a430f8a5bb36909ccc0463296546726a,2018-02-14 19:32:39
c8991612e9d174bd5727436f264cb92b,2018-02-14 20:14:30
ceac28a190882968223a077168432f2e,2018-02-14 21:21:49
9a9d3f32ac70d8c5aff0015f25ca8a62,2018-02-14 21:35:21
efd79191f8cca7dff0556b89d8f3baff,2018-02-14 23:37:49
4b4dc1f304854eebb7dd47c8bc82250b,2018-02-15 00:59:54
9e827a180724098120132194b2d32014,2018-02-15 15:20:17
7e589145c8bc76ccf015b2c2cffdb6fe,2018-02-16 08:17:50
ee8e09ae40c045c18f52caa9f0e627cd,2018-02-17 02:08:01
22903f7e6b032c080146838f1d4e0a5c,2018-02-17 15:57:12
33ab5a080463dd92a2ecd336992df18f,2018-02-17 16:10:27
250ffc0231e726e6596c074a7b7ce8b4,2018-02-18 00:01:47
250ffc0231e726e6596c074a7b7ce8b4,2018-02-18 00:37:30
375246edf724d5b6dad60ae20dd3c6c3,2018-02-18 06:11:23
ee3343fff105a212960d23845cf696f0,2018-02-18 08:24:00
9895bdf44f6a78f009e19b31c0e00ff4,2018-02-18 10:29:45
c976e241b96f6d00f128a5eddc011e78,2018-02-18 15:25:33
ec0e7b5a578975d280d01ac512944228,2018-02-18 16:53:09
448c005a5756f7f51f7ead43ebea61e2,2018-02-19 14:39:53
5ae807adba0218548b20718d267678d7,2018-02-19 15:26:51
ae3993e9898de4b9f67e358c0f8833d0,2018-02-19 17:58:26
c07254a1cdc0650c9617af9de8fdbb3c,2018-02-19 18:57:07
ee3343fff105a212960d23845cf696f0,2018-02-19 20:18:02
250ffc0231e726e6596c074a7b7ce8b4,2018-02-19 21:21:48
77ed5d40bd8c8154747d3e84100cd9d7,2018-02-19 23:34:36
1562b54338070af96f0f5cb0d509af7f,2018-02-20 00:28:09
adba1492538b4fcfedc5492111e4e4b5,2018-02-20 01:05:37
c8991612e9d174bd5727436f264cb92b,2018-02-20 02:05:23
04102d363e8abb727243200a4f24bfdc,2018-02-20 11:53:16
9e827a180724098120132194b2d32014,2018-02-20 14:47:34
27ab325aa346f13d63f5e21c07cef66c,2018-02-20 15:38:34
96db005365390c6b0a31d7dac37be193,2018-02-20 17:11:09
3c776eba64578f7760bccf1c2240311c,2018-02-20 20:32:55
77ed5d40bd8c8154747d3e84100cd9d7,2018-02-20 21:05:25
77ed5d40bd8c8154747d3e84100cd9d7,2018-02-20 21:09:03
f185bf3d042d9449b6f38757ae812236,2018-02-21 00:58:45
c8991612e9d174bd5727436f264cb92b,2018-02-21 04:22:15
eff4a5d18b47c16a13ff5bd0ae013c2b,2018-02-21 10:13:11
efa12b2f45fc838e19795ca997e26ffa,2018-02-21 13:47:10
351d7b444a5c6d19d246493ddf603ba9,2018-02-21 19:25:35
409158210342f093363d561ed192a921,2018-02-22 10:18:59
802e06177c6efe87b5ef45b4f24ee53a,2018-02-22 15:02:44
c41fc31b6f2222ab01a7f37ee96beb61,2018-02-22 15:28:42
05418d3295fac5d8aeeaeace819ae2ed,2018-02-22 15:45:51
97b8881ec68cbb4d4449b8b8d6e90983,2018-02-22 20:20:24
52220b602f3ca60fe574b763b2a52d63,2018-02-22 21:19:28
2daac29d97979b2568daf6b2ebed54f2,2018-02-22 21:44:11
90d1d9349261f955f11cf7c10de0ef45,2018-02-22 23:36:05
c3dcbf19c74145d31c3142d2a30d3f74,2018-02-23 14:14:59
2db9a04215d9126b80c2dd69fe54a5dd,2018-02-23 19:08:11
11d0650dcb88575d8a849c0887654b7c,2018-02-23 21:54:13
2db9a04215d9126b80c2dd69fe54a5dd,2018-02-23 22:06:05
e263fac14096d04f87f03f1a039f273f,2018-02-23 23:08:02
5bd97dd71c5e88ae4a44350eec817bff,2018-02-24 01:16:15
c6be4c9074e39e5bcbc90c86e1547935,2018-02-24 08:09:06
3e39f660d35680a6df5ed0ef4fe32c3e,2018-02-24 11:38:59
a665b1dd79fd983a74ecc8a7f5df44ab,2018-02-24 11:53:37
aa85be0865aac41cb7ae0882926478c4,2018-02-24 14:30:07
06c3948c8be94c37dd9b6e51d6a42fff,2018-02-24 18:27:30
596bbfb65b3379a1a6c73b1616bc4282,2018-02-24 19:30:47
176ac24d42807d91908e642690dd3e88,2018-02-24 22:27:23
3c776eba64578f7760bccf1c2240311c,2018-02-25 11:17:15
0c971197b130005e01c92499496ff695,2018-02-25 13:18:37
333595545aa3d35492275528244d51d3,2018-02-25 14:10:37
7447b28d5ac2e493ccc144c1964cadfb,2018-02-25 16:39:08
b79ebd5d1d08403c7b712e39b01dc593,2018-02-25 18:43:36
3c776eba64578f7760bccf1c2240311c,2018-02-26 07:46:53
3be72df86d43a86a9ce5296feb3147d1,2018-02-26 14:12:51
093a0297d940418e5a5ccf035759f996,2018-02-26 16:11:23
e9b3e458a468f762f3822d8fd054998a,2018-02-26 17:11:03
6598c90995e933ee3bad5824df4c5d00,2018-02-26 18:15:25
ec0e7b5a578975d280d01ac512944228,2018-02-26 18:24:26
8da9d742d3a89e1dcf570e2a0803b794,2018-02-26 18:36:04
fca91a7430c3c9e9fbd1399662957a16,2018-02-26 19:16:19
093a0297d940418e5a5ccf035759f996,2018-02-26 22:16:10
d270f40732736d5e149d5ff1ee696964,2018-02-26 22:19:18
39536ba74cbbd8ced5e792ed41dc5ff5,2018-02-27 01:50:23
87a926fcdfab2b8c862505af2decb0b8,2018-02-27 02:23:49
72ce81e49987e1499f8b74d3b5e685b3,2018-02-27 14:38:44
72ce81e49987e1499f8b74d3b5e685b3,2018-02-27 16:30:48
33150ee490d37674d77c439f1967c722,2018-02-27 18:10:25
4b4dc1f304854eebb7dd47c8bc82250b,2018-02-27 19:01:35
cc56d23033bf754191aaddf4cf7ec8d0,2018-02-27 19:35:03
4095ffe826622a742470418d49c2f4f3,2018-02-27 21:37:06
50ad3d1069d29f74027c98bc7c1d075b,2018-02-27 22:51:06
51867d5c43258cfc38a8696253cc31b1,2018-02-27 22:59:37
11d0650dcb88575d8a849c0887654b7c,2018-02-27 23:27:06
e05c07a95b53819a737b13519ad694ac,2018-02-28 09:11:20
fee443fded3dc407ab3b41f0842fb466,2018-02-28 10:45:53
ff3a1dd7dd1a497c2b2ce96a6e2d3c67,2018-02-28 10:59:53
74f857d82db39a72aa8554ab9dc186fe,2018-02-28 14:45:50
5ae807adba0218548b20718d267678d7,2018-02-28 16:41:13
6441c97a46d8004d720cf3e94d783ad5,2018-02-28 19:08:38
7ac6fba9fb37cf27f6e6933acf95da8c,2018-03-01 09:05:17
411a97ddf6917e2627c3dd9c048daee7,2018-03-01 12:14:07
37b8a19f3a2adedf5c1b91be457ad18b,2018-03-01 13:31:12
b917ca52649939954459bb168306b55f,2018-03-01 14:49:01
ec2f92c3eb878903d8ee81cef81a4286,2018-03-01 19:51:03
06c3948c8be94c37dd9b6e51d6a42fff,2018-03-01 22:47:15
4e4d772b34c17e609752418b88f7ccf4,2018-03-02 03:09:40
409158210342f093363d561ed192a921,2018-03-02 08:27:30
541d57a33568318a3aba9cc447ed8cdf,2018-03-02 12:14:54
39536ba74cbbd8ced5e792ed41dc5ff5,2018-03-02 13:14:04
b365994a3911ede235f1d4fc8c0803c1,2018-03-02 17:32:58
da27de6cfba20a8b74659ad25b0fcc26,2018-03-02 18:01:28
da27de6cfba20a8b74659ad25b0fcc26,2018-03-02 18:02:04
624f0bf66a64c1409dff303da2b472fd,2018-03-02 18:02:27
3d45755a7026a2866aba3df48907d25d,2018-03-02 18:05:05
365e275976954033dfce4ed19d713536,2018-03-02 18:06:59
1fb4f5f9caa544c29d66efe6d2c2b41e,2018-03-02 18:14:50
8676027f75c2f88369ba89dae71a1223,2018-03-02 18:16:15
1fb4f5f9caa544c29d66efe6d2c2b41e,2018-03-02 18:16:42
4f6150324417a9ecd479a6a7ef20158d,2018-03-02 18:16:49
5da49d6658c796b3675635b817af0dd5,2018-03-02 18:21:29
cebd2c9affa44d8846e47df3641ff14f,2018-03-02 18:24:04
cebd2c9affa44d8846e47df3641ff14f,2018-03-02 18:24:50
92e10f981b55e1dca42828c71a40dfc0,2018-03-02 18:25:50
92e10f981b55e1dca42828c71a40dfc0,2018-03-02 18:30:29
1968c6cf0289bee9f6dfdbaab5a106ef,2018-03-02 18:32:23
6d29cac27465d7e2b158c280793a6890,2018-03-02 18:40:42
4f6150324417a9ecd479a6a7ef20158d,2018-03-02 19:04:23
e2fa2f57e314d9471037cdadbc9c4206,2018-03-02 19:26:17
a9dc1610c1cc33d08cf423c4dd0c056f,2018-03-02 19:40:54
93c493dbb6b7f02c50b3d922a4872860,2018-03-02 20:35:52
28253f74c911c5f6567e4c3dcc903a4a,2018-03-02 23:23:15
b204ff16efe7fbb62d07339be7f20206,2018-03-03 13:01:56
c6be4c9074e39e5bcbc90c86e1547935,2018-03-04 00:54:51
bf4f4c23309b7d57ca74046e9ff0d7ce,2018-03-04 11:50:23
f800bf1c5944e5f586b2c702cebf2fad,2018-03-04 12:39:46
3fa7be9581c18a9eda8f98c92344f847,2018-03-04 12:55:59
b31095086e91c6a5e9196f15d609fb43,2018-03-04 13:14:17
1ad249c555ecd00a58c776b8d30f7364,2018-03-04 14:23:08
d8297d0ab0d9fc95ca8f4fd6ad0a72d5,2018-03-04 16:12:44
846ffec9bc29e3d09ce8a34a6b83c8a2,2018-03-04 17:49:39
365ecf677c67622298f18d595b0b0b5d,2018-03-04 17:58:56
11d0650dcb88575d8a849c0887654b7c,2018-03-04 19:13:46
b3f4ea7e7d4d7a8ecd6834fdc7698e9b,2018-03-05 00:01:31
6598c90995e933ee3bad5824df4c5d00,2018-03-05 13:43:52
96afffef1aa2fbd51eacd0a84f06b114,2018-03-05 15:41:27
d60919798e00834d263d0175fa9699e6,2018-03-05 16:41:34
5639396a1ac559db896a5159bdcc7a1f,2018-03-05 17:14:13
95c7394e0d8fe88ac762d875fcc698c0,2018-03-05 18:04:54
21c120e881ae9ee42fe99c507de9069e,2018-03-05 18:17:31
45db1d0dfe4705b40bfb1aff19cd7379,2018-03-05 18:22:56
6735f4bec5e48bd5b6cdf79a3ad49831,2018-03-05 20:34:09
b43921fff1f9bd1bfc3eeadfe46c48fc,2018-03-06 01:12:29
de0a4c1f5f761c66f3e22577d623e664,2018-03-06 12:10:54
fc870673d64d0f8b0e36ace18f9c7c45,2018-03-06 12:32:41
47dabd65168981733ceaadaaf4599f4b,2018-03-06 21:36:30
b27ccbc92569fc4b45d885ff429f7e42,2018-03-07 00:06:47
73303c52731dc32df9a1e7735d33fcfe,2018-03-07 00:13:53
3e4f8143c6765d9aaeb4e76ff3879b8c,2018-03-07 10:18:46
093a0297d940418e5a5ccf035759f996,2018-03-07 15:17:54
05418d3295fac5d8aeeaeace819ae2ed,2018-03-07 17:17:12
09efe59489a4055994b543bcbcd92f50,2018-03-07 18:22:26
09ac3e14c658bffaa33e8b93a283096f,2018-03-08 10:37:51
411a97ddf6917e2627c3dd9c048daee7,2018-03-08 13:26:41
79594e4d134202113c41bab16386f6e6,2018-03-08 17:07:43
8948411ff93e534398404236d514bf41,2018-03-09 00:53:54
80416963456e82ffa6bb53533074889b,2018-03-09 09:37:28
ee80f3921d17de26a0694dffd94ebbf7,2018-03-09 11:32:09
dc47575ed900403c9d857191eaf8a583,2018-03-09 17:47:38
83607557404c3916a071ccf8c202bb70,2018-03-09 18:34:36
559e60646b79061009d77cd7fb919e57,2018-03-09 18:54:21
d7ef9e79122562b8752af026f7eb9f9a,2018-03-09 22:59:01
bd5378b4e1f584b1413c049b4e0bbaaf,2018-03-10 12:58:10
1cea7a72a14e49f95b73ac81217882f4,2018-03-10 13:16:58
a16b3cd0b54a16a40d16cf3341f11e7f,2018-03-10 14:20:34
b4d1232dff1fcbd478b1378da6cbfb85,2018-03-10 15:50:35
b4d1232dff1fcbd478b1378da6cbfb85,2018-03-10 15:55:05
96364c77b2fedcf93bf12a12f7d617f5,2018-03-10 18:30:38
78b6e496ce050de835b9de7ec66c48c6,2018-03-11 13:29:08
c8967b4e2004a9514c528981fa8dc9e5,2018-03-11 15:19:38
6598c90995e933ee3bad5824df4c5d00,2018-03-11 16:41:24
35ba64108ed16e2e42d15d47b7ec2b92,2018-03-11 18:07:35
e3eef5702e76891bf6398feb7b7a96cc,2018-03-11 19:22:19
250ffc0231e726e6596c074a7b7ce8b4,2018-03-11 20:59:32
45a7eee8c5211d974042dda97b15e271,2018-03-11 22:29:32
1afce226c09b816b70cf5686d449c351,2018-03-12 22:57:26
76bb7dba00fb024079c19e1e2e10f6d8,2018-03-13 02:21:12
0b10b35fd4457843fda1e5f339c5a2c0,2018-03-13 10:55:05
f9cc81e3823c4c19161c52855fb161a2,2018-03-13 11:15:26
f9cc81e3823c4c19161c52855fb161a2,2018-03-13 11:29:15
09d7d528dcdec3f56f1dcb727176a177,2018-03-13 17:39:11
6138f9fe3b616f639db2cbfa48afb09f,2018-03-13 18:38:08
d270f40732736d5e149d5ff1ee696964,2018-03-14 10:44:29
9e827a180724098120132194b2d32014,2018-03-14 15:46:12
05418d3295fac5d8aeeaeace819ae2ed,2018-03-14 16:42:23
3aa7b0ab828ffa1f311fa8e18d188577,2018-03-14 19:41:53
49e64a9d3d1c94cad8da85a6bf8855c2,2018-03-14 19:59:35
07b682cf41d5fee94747cdc0ecb5866d,2018-03-14 20:17:53
c498c4dcf73fa94016966ea20f88562f,2018-03-14 21:22:59
3e7f9a97c7ed2f184d830f8ee06b4ab0,2018-03-14 22:48:19
51f75dce1779d0b6548f0caa97ff0d08,2018-03-15 17:37:25
343f0ae4e7a3cea9121c549f4bcf9b09,2018-03-15 21:32:29
8f032fe6b5b5afc0cd8e998de789a180,2018-03-16 00:19:24
0811cc196e45563b14d323b35046038b,2018-03-16 12:51:42
d42adef4fe88185b9599a36177b7f23e,2018-03-16 13:25:45
12278581695343aa260d468b55f7aaf8,2018-03-16 13:32:42
